referencia,referencia_data,ativo,idtempo,idreserva,idsituacao,situacao,sigla,tempo,data_cad
14550,2025-04-23 09:56:50,S,14550,1988,26,Crédito (Interno) (2),,21641,2025-04-23 09:56:50
14551,2025-04-23 09:57:14,S,14551,1965,26,Crédito (Interno) (2),,22649,2025-04-23 09:57:14
14552,2025-04-23 09:57:47,S,14552,1960,26,Crédito (Interno) (2),,21653,2025-04-23 09:57:47
14553,2025-04-23 09:59:30,S,14553,1934,26,Crédito (Interno) (2),,21653,2025-04-23 09:59:30
14554,2025-04-23 10:00:03,S,14554,1932,26,Crédito (Interno) (2),,21646,2025-04-23 10:00:03
14555,2025-04-23 10:17:20,S,14555,1925,23,Análise de proposta (Diretoria) (1),,22,2025-04-23 10:17:20
14556,2025-04-23 11:07:06,S,14556,1952,20,Negociação (5),,1173,2025-04-23 11:07:06
14557,2025-04-23 11:16:09,S,14557,1952,23,Análise de proposta (Diretoria) (1),,9,2025-04-23 11:16:09
14558,2025-04-23 11:28:10,S,14558,2271,1,Reserva (7),,132262,2025-04-23 11:28:10
14559,2025-04-23 11:36:02,S,14559,2577,20,Negociação (5),,133,2025-04-23 11:36:02
14560,2025-04-23 11:48:18,S,14560,2578,20,Negociação (5),,1178,2025-04-23 11:48:18
14561,2025-04-23 11:50:06,S,14561,1961,20,Negociação (5),,1496,2025-04-23 11:50:06
14562,2025-04-23 13:12:30,S,14562,2593,16,Contrato - Elaboração (2),,8487,2025-04-23 13:12:30
14563,2025-04-23 13:12:41,S,14563,2588,16,Contrato - Elaboração (2),,8469,2025-04-23 13:12:41
14564,2025-04-23 14:01:49,S,14564,2613,1,Reserva (7),,226,2025-04-23 14:01:49
14565,2025-04-23 14:05:11,S,14565,2478,16,Contrato - Elaboração (2),,8680,2025-04-23 14:05:11
14566,2025-04-23 14:11:27,S,14566,1987,16,Contrato - Elaboração (2),,8970,2025-04-23 14:11:27
14567,2025-04-23 14:17:42,S,14567,2135,16,Contrato - Elaboração (2),,8967,2025-04-23 14:17:42
14568,2025-04-23 14:49:09,S,14568,2463,20,Negociação (5),,18647,2025-04-23 14:49:09
14569,2025-04-23 14:57:16,S,14569,2480,20,Negociação (5),,18657,2025-04-23 14:57:16
14570,2025-04-23 14:57:48,S,14570,2468,20,Negociação (5),,49147,2025-04-23 14:57:48
14571,2025-04-23 14:58:46,S,14571,2467,20,Negociação (5),,49147,2025-04-23 14:58:46
14572,2025-04-23 14:59:58,S,14572,2465,20,Negociação (5),,18659,2025-04-23 14:59:58
14573,2025-04-23 15:00:37,S,14573,2464,20,Negociação (5),,18659,2025-04-23 15:00:37
14574,2025-04-23 15:25:44,S,14574,2539,20,Negociação (5),,360,2025-04-23 15:25:44
14575,2025-04-23 15:25:48,S,14575,2539,23,Análise de proposta (Diretoria) (1),,0,2025-04-23 15:25:48
14576,2025-04-23 16:10:24,S,14576,2596,1,Reserva (7),,10430,2025-04-23 16:10:24
14577,2025-04-23 16:20:13,S,14577,2462,20,Negociação (5),,18738,2025-04-23 16:20:13
14578,2025-04-23 16:21:16,S,14578,2461,20,Negociação (5),,49227,2025-04-23 16:21:16
14579,2025-04-23 16:22:03,S,14579,2460,20,Negociação (5),,49227,2025-04-23 16:22:03
14580,2025-04-23 16:28:10,S,14580,2602,19,Crédito (CEF) (3),,9076,2025-04-23 16:28:10
14581,2025-04-23 16:33:26,S,14581,2180,20,Negociação (5),,426,2025-04-23 16:33:26
14582,2025-04-23 16:34:34,S,14582,2180,1,Reserva (7),,1,2025-04-23 16:34:34
14583,2025-04-23 16:43:14,S,14583,2539,26,Crédito (Interno) (2),,77,2025-04-23 16:43:14
14584,2025-04-23 17:27:24,S,14584,2544,20,Negociação (5),,483,2025-04-23 17:27:24
14585,2025-04-23 17:27:30,S,14585,2544,23,Análise de proposta (Diretoria) (1),,0,2025-04-23 17:27:30
14586,2025-04-23 17:32:15,S,14586,1966,20,Negociação (5),,72432,2025-04-23 17:32:15
14587,2025-04-23 17:38:32,S,14587,1966,23,Análise de proposta (Diretoria) (1),,6,2025-04-23 17:38:32
14588,2025-04-23 17:57:18,S,14588,1932,20,Negociação (5),,477,2025-04-23 17:57:18
14589,2025-04-23 18:14:25,S,14589,2125,20,Negociação (5),,526,2025-04-23 18:14:25
14590,2025-04-23 18:19:15,S,14590,2556,19,Crédito (CEF) (3),,13501,2025-04-23 18:19:15
14591,2025-04-23 18:38:07,S,14591,2017,19,Crédito (CEF) (3),,6332,2025-04-23 18:38:07
14592,2025-04-24 08:11:28,S,14592,2578,23,Análise de proposta (Diretoria) (1),,1223,2025-04-24 08:11:28
14593,2025-04-24 08:12:20,S,14593,1961,23,Análise de proposta (Diretoria) (1),,1222,2025-04-24 08:12:20
14594,2025-04-24 08:13:53,S,14594,2125,23,Análise de proposta (Diretoria) (1),,839,2025-04-24 08:13:53
14595,2025-04-24 08:14:46,S,14595,1932,23,Análise de proposta (Diretoria) (1),,857,2025-04-24 08:14:46
14596,2025-04-24 08:21:40,S,14596,1932,26,Crédito (Interno) (2),,6,2025-04-24 08:21:40
14597,2025-04-24 08:40:42,S,14597,2596,20,Negociação (5),,990,2025-04-24 08:40:42
14598,2025-04-24 08:43:37,S,14598,1925,26,Crédito (Interno) (2),,1346,2025-04-24 08:43:37
14599,2025-04-24 08:44:08,S,14599,1952,26,Crédito (Interno) (2),,1287,2025-04-24 08:44:08
14600,2025-04-24 08:58:35,S,14600,2524,16,Contrato - Elaboração (2),,14125,2025-04-24 08:58:35
14601,2025-04-24 09:03:26,S,14601,2569,16,Contrato - Elaboração (2),,2362,2025-04-24 09:03:26
14602,2025-04-24 09:05:29,S,14602,1961,26,Crédito (Interno) (2),,53,2025-04-24 09:05:29
14603,2025-04-24 09:11:02,S,14603,1966,26,Crédito (Interno) (2),,932,2025-04-24 09:11:02
14604,2025-04-24 09:44:27,S,14604,2596,23,Análise de proposta (Diretoria) (1),,63,2025-04-24 09:44:27
14605,2025-04-24 09:54:14,S,14605,2543,20,Negociação (5),,1470,2025-04-24 09:54:14
14606,2025-04-24 10:03:27,S,14606,1952,20,Negociação (5),,79,2025-04-24 10:03:27
14607,2025-04-24 10:03:42,S,14607,1934,20,Negociação (5),,1444,2025-04-24 10:03:42
14608,2025-04-24 10:03:47,S,14608,1934,23,Análise de proposta (Diretoria) (1),,0,2025-04-24 10:03:47
14609,2025-04-24 10:04:24,S,14609,1925,20,Negociação (5),,80,2025-04-24 10:04:24
14610,2025-04-24 10:10:34,S,14610,2544,26,Crédito (Interno) (2),,1003,2025-04-24 10:10:34
14611,2025-04-24 10:16:08,S,14611,2125,26,Crédito (Interno) (2),,122,2025-04-24 10:16:08
14612,2025-04-24 10:20:03,S,14612,2437,27,Contrato Assinado (1),,1502,2025-04-24 10:20:03
14613,2025-04-24 10:20:13,S,14613,2436,27,Contrato Assinado (1),,1503,2025-04-24 10:20:13
14614,2025-04-24 10:20:32,S,14614,2612,1,Reserva (7),,2363,2025-04-24 10:20:32
14615,2025-04-24 10:21:39,S,14615,2543,23,Análise de proposta (Diretoria) (1),,27,2025-04-24 10:21:39
14616,2025-04-24 10:22:34,S,14616,1952,23,Análise de proposta (Diretoria) (1),,19,2025-04-24 10:22:34
14617,2025-04-24 10:25:00,S,14617,1925,23,Análise de proposta (Diretoria) (1),,20,2025-04-24 10:25:00
14618,2025-04-24 10:53:25,S,14618,2578,26,Crédito (Interno) (2),,161,2025-04-24 10:53:25
14619,2025-04-24 11:02:28,S,14619,2121,20,Negociação (5),,1534,2025-04-24 11:02:28
14620,2025-04-24 11:02:31,S,14620,2121,23,Análise de proposta (Diretoria) (1),,0,2025-04-24 11:02:31
14621,2025-04-24 11:05:26,S,14621,1925,26,Crédito (Interno) (2),,40,2025-04-24 11:05:26
14622,2025-04-24 11:06:48,S,14622,2544,20,Negociação (5),,56,2025-04-24 11:06:48
14623,2025-04-24 11:06:52,S,14623,2544,23,Análise de proposta (Diretoria) (1),,0,2025-04-24 11:06:52
14624,2025-04-24 11:11:17,S,14624,2191,1,Reserva (7),,34423,2025-04-24 11:11:17
14625,2025-04-24 11:13:43,S,14625,2001,1,Reserva (7),,34428,2025-04-24 11:13:43
14626,2025-04-24 11:15:24,S,14626,1962,1,Reserva (7),,34431,2025-04-24 11:15:24
14627,2025-04-24 11:16:45,S,14627,1992,1,Reserva (7),,34431,2025-04-24 11:16:45
14628,2025-04-24 11:17:55,S,14628,2015,1,Reserva (7),,34432,2025-04-24 11:17:55
14629,2025-04-24 11:19:30,S,14629,2021,1,Reserva (7),,34433,2025-04-24 11:19:30
14630,2025-04-24 11:20:35,S,14630,2037,1,Reserva (7),,34434,2025-04-24 11:20:35
14631,2025-04-24 11:21:12,S,14631,2038,1,Reserva (7),,34435,2025-04-24 11:21:12
14632,2025-04-24 11:21:41,S,14632,1952,26,Crédito (Interno) (2),,59,2025-04-24 11:21:41
14633,2025-04-24 11:24:54,S,14633,2336,1,Reserva (7),,34436,2025-04-24 11:24:54
14634,2025-04-24 11:27:54,S,14634,2223,1,Reserva (7),,34440,2025-04-24 11:27:54
14635,2025-04-24 11:40:53,S,14635,2544,26,Crédito (Interno) (2),,34,2025-04-24 11:40:53
14636,2025-04-24 11:42:37,S,14636,2586,1,Reserva (7),,19965,2025-04-24 11:42:37
14637,2025-04-24 11:44:30,S,14637,2578,20,Negociação (5),,51,2025-04-24 11:44:30
14638,2025-04-24 11:45:44,S,14638,2065,1,Reserva (7),,34455,2025-04-24 11:45:44
14639,2025-04-24 11:55:08,S,14639,2121,26,Crédito (Interno) (2),,52,2025-04-24 11:55:08
14640,2025-04-24 11:58:56,S,14640,2578,23,Análise de proposta (Diretoria) (1),,14,2025-04-24 11:58:56
14641,2025-04-24 13:26:09,S,14641,2543,26,Crédito (Interno) (2),,184,2025-04-24 13:26:09
14642,2025-04-24 13:42:21,S,14642,1952,20,Negociação (5),,140,2025-04-24 13:42:21
14643,2025-04-24 13:42:23,S,14643,2596,26,Crédito (Interno) (2),,237,2025-04-24 13:42:23
14644,2025-04-24 13:47:33,S,14644,1952,23,Análise de proposta (Diretoria) (1),,5,2025-04-24 13:47:33
14645,2025-04-24 14:05:08,S,14645,1952,26,Crédito (Interno) (2),,17,2025-04-24 14:05:08
14646,2025-04-24 14:47:12,S,14646,1934,20,Negociação (5),,283,2025-04-24 14:47:12
14647,2025-04-24 14:53:35,S,14647,2438,16,Contrato - Elaboração (2),,2925,2025-04-24 14:53:35
14648,2025-04-24 15:00:08,S,14648,1934,23,Análise de proposta (Diretoria) (1),,12,2025-04-24 15:00:08
14649,2025-04-24 15:02:23,S,14649,2612,20,Negociação (5),,281,2025-04-24 15:02:23
14650,2025-04-24 15:03:36,S,14650,2105,1,Reserva (7),,34656,2025-04-24 15:03:36
14651,2025-04-24 15:06:19,S,14651,2612,1,Reserva (7),,3,2025-04-24 15:06:19
14652,2025-04-24 15:09:06,S,14652,2615,1,Reserva (7),,1512,2025-04-24 15:09:06
14653,2025-04-24 15:16:57,S,14653,2247,1,Reserva (7),,133934,2025-04-24 15:16:57
14654,2025-04-24 15:20:57,S,14654,2603,1,Reserva (7),,10362,2025-04-24 15:20:57
14655,2025-04-24 15:30:33,S,14655,1934,26,Crédito (Interno) (2),,30,2025-04-24 15:30:33
14656,2025-04-24 16:06:30,S,14656,2125,20,Negociação (5),,350,2025-04-24 16:06:30
14657,2025-04-24 16:10:12,S,14657,2590,1,Reserva (7),,14884,2025-04-24 16:10:12
14658,2025-04-24 16:19:36,S,14658,2125,1,Reserva (7),,13,2025-04-24 16:19:36
14659,2025-04-24 16:25:01,S,14659,2494,1,Reserva (7),,34736,2025-04-24 16:25:01
14660,2025-04-24 16:27:44,S,14660,2566,1,Reserva (7),,29205,2025-04-24 16:27:44
14661,2025-04-24 16:31:52,S,14661,2619,1,Reserva (7),,120,2025-04-24 16:31:52
14662,2025-04-24 16:45:29,S,14662,1950,16,Contrato - Elaboração (2),,2949,2025-04-24 16:45:29
14663,2025-04-24 17:01:17,S,14663,2180,20,Negociação (5),,1466,2025-04-24 17:01:17
14664,2025-04-24 17:01:20,S,14664,2180,23,Análise de proposta (Diretoria) (1),,0,2025-04-24 17:01:20
14665,2025-04-24 17:04:21,S,14665,2503,16,Contrato - Elaboração (2),,2870,2025-04-24 17:04:21
14666,2025-04-24 17:04:53,S,14666,2587,16,Contrato - Elaboração (2),,1929,2025-04-24 17:04:53
14667,2025-04-24 17:23:01,S,14667,2611,1,Reserva (7),,2847,2025-04-24 17:23:01
14668,2025-04-24 17:26:58,S,14668,2612,20,Negociação (5),,140,2025-04-24 17:26:58
14669,2025-04-24 17:27:13,S,14669,2599,19,Crédito (CEF) (3),,11587,2025-04-24 17:27:13
14670,2025-04-24 17:30:44,S,14670,2598,19,Crédito (CEF) (3),,11621,2025-04-24 17:30:44
14671,2025-04-24 17:35:40,S,14671,2539,16,Contrato - Elaboração (2),,1492,2025-04-24 17:35:40
14672,2025-04-24 17:35:43,S,14672,2241,19,Crédito (CEF) (3),,19210,2025-04-24 17:35:43
14673,2025-04-24 17:35:57,S,14673,2217,16,Contrato - Elaboração (2),,10521,2025-04-24 17:35:57
14674,2025-04-24 17:36:15,S,14674,1964,16,Contrato - Elaboração (2),,10312,2025-04-24 17:36:15
14675,2025-04-24 17:38:19,S,14675,2596,16,Contrato - Elaboração (2),,235,2025-04-24 17:38:19
14676,2025-04-24 17:39:50,S,14676,2239,19,Crédito (CEF) (3),,12080,2025-04-24 17:39:50
14677,2025-04-24 17:44:48,S,14677,2409,19,Crédito (CEF) (3),,19270,2025-04-24 17:44:48
14678,2025-04-24 17:44:54,S,14678,2180,26,Crédito (Interno) (2),,43,2025-04-24 17:44:54
14679,2025-04-25 07:56:56,S,14679,2612,23,Análise de proposta (Diretoria) (1),,869,2025-04-25 07:56:56
14680,2025-04-25 08:31:45,S,14680,2612,26,Crédito (Interno) (2),,34,2025-04-25 08:31:45
14681,2025-04-25 09:10:53,S,14681,2619,20,Negociação (5),,999,2025-04-25 09:10:53
14682,2025-04-25 09:13:02,S,14682,2600,1,Reserva (7),,12491,2025-04-25 09:13:02
14683,2025-04-25 09:45:46,S,14683,2619,23,Análise de proposta (Diretoria) (1),,34,2025-04-25 09:45:46
14684,2025-04-25 10:01:35,S,14684,2121,16,Contrato - Elaboração (2),,1326,2025-04-25 10:01:35
14685,2025-04-25 10:04:11,S,14685,1945,21,Crédito reprovado (CEF) (2),,4180,2025-04-25 10:04:11
14686,2025-04-25 10:04:16,S,14686,1945,1,Reserva (7),,0,2025-04-25 10:04:16
14687,2025-04-25 10:19:26,S,14687,2619,26,Crédito (Interno) (2),,33,2025-04-25 10:19:26
14688,2025-04-25 10:35:12,S,14688,2578,26,Crédito (Interno) (2),,1356,2025-04-25 10:35:12
14689,2025-04-25 11:08:23,S,14689,2017,20,Negociação (5),,2430,2025-04-25 11:08:23
14690,2025-04-25 11:15:33,S,14690,2252,1,Reserva (7),,135132,2025-04-25 11:15:33
14691,2025-04-25 11:15:38,S,14691,2017,23,Análise de proposta (Diretoria) (1),,7,2025-04-25 11:15:38
14692,2025-04-25 11:42:21,S,14692,1939,16,Contrato - Elaboração (2),,4069,2025-04-25 11:42:21
14693,2025-04-25 11:45:03,S,14693,2399,16,Contrato - Elaboração (2),,4167,2025-04-25 11:45:03
14694,2025-04-25 11:45:10,S,14694,2017,26,Crédito (Interno) (2),,29,2025-04-25 11:45:10
14695,2025-04-25 11:46:09,S,14695,2246,1,Reserva (7),,135163,2025-04-25 11:46:09
14696,2025-04-25 11:48:07,S,14696,1966,16,Contrato - Elaboração (2),,1597,2025-04-25 11:48:07
14697,2025-04-25 12:00:53,S,14697,2623,1,Reserva (7),,47,2025-04-25 12:00:53
14698,2025-04-25 13:15:45,S,14698,2544,16,Contrato - Elaboração (2),,1534,2025-04-25 13:15:45
14699,2025-04-25 14:04:07,S,14699,1921,32,Contrato VB - Espera,,14587,2025-04-25 14:04:07
14700,2025-04-25 14:39:43,S,14700,2243,1,Reserva (7),,135337,2025-04-25 14:39:43
14701,2025-04-25 14:51:33,S,14701,2572,32,Contrato VB - Espera,,11922,2025-04-25 14:51:33
14702,2025-04-25 15:19:40,S,14702,2616,1,Reserva (7),,2906,2025-04-25 15:19:40
14703,2025-04-25 15:19:43,S,14703,2616,20,Negociação (5),,0,2025-04-25 15:19:43
14704,2025-04-25 16:05:47,S,14704,2313,32,Contrato VB - Espera,,21733,2025-04-25 16:05:47
14705,2025-04-25 16:07:09,S,14705,2616,23,Análise de proposta (Diretoria) (1),,47,2025-04-25 16:07:09
14706,2025-04-25 16:10:22,S,14706,2312,32,Contrato VB - Espera,,23456,2025-04-25 16:10:22
14707,2025-04-25 16:13:56,S,14707,2133,32,Contrato VB - Espera,,23462,2025-04-25 16:13:56
14708,2025-04-25 16:17:32,S,14708,1951,32,Contrato VB - Espera,,16261,2025-04-25 16:17:32
14709,2025-04-25 16:22:22,S,14709,1940,32,Contrato VB - Espera,,11899,2025-04-25 16:22:22
14710,2025-04-25 16:35:28,S,14710,2135,32,Contrato VB - Espera,,3017,2025-04-25 16:35:28
14711,2025-04-25 16:38:32,S,14711,1923,32,Contrato VB - Espera,,11664,2025-04-25 16:38:32
14712,2025-04-25 16:42:24,S,14712,2560,32,Contrato VB - Espera,,23493,2025-04-25 16:42:24
14713,2025-04-25 16:46:21,S,14713,1953,32,Contrato VB - Espera,,11939,2025-04-25 16:46:21
14714,2025-04-25 16:53:31,S,14714,2361,32,Contrato VB - Espera,,23502,2025-04-25 16:53:31
14715,2025-04-25 16:55:39,S,14715,1926,16,Contrato - Elaboração (2),,11986,2025-04-25 16:55:39
14716,2025-04-25 16:56:25,S,14716,2543,16,Contrato - Elaboração (2),,1650,2025-04-25 16:56:25
14717,2025-04-25 16:56:56,S,14717,1952,16,Contrato - Elaboração (2),,1611,2025-04-25 16:56:56
14718,2025-04-25 16:59:30,S,14718,1952,32,Contrato VB - Espera,,2,2025-04-25 16:59:30
14719,2025-04-25 17:04:23,S,14719,2268,1,Reserva (7),,135479,2025-04-25 17:04:23
14720,2025-04-25 17:19:12,S,14720,2237,19,Crédito (CEF) (3),,11994,2025-04-25 17:19:12
14721,2025-04-25 17:20:18,S,14721,2619,16,Contrato - Elaboração (2),,420,2025-04-25 17:20:18
14722,2025-04-25 17:36:28,S,14722,2608,19,Crédito (CEF) (3),,4378,2025-04-25 17:36:28
14723,2025-04-25 17:46:38,S,14723,2255,19,Crédito (CEF) (3),,4247,2025-04-25 17:46:38
14724,2025-04-25 18:04:23,S,14724,2613,19,Crédito (CEF) (3),,3122,2025-04-25 18:04:23
14725,2025-04-25 18:09:37,S,14725,2596,24,Contrato - Assinatura (5),,1471,2025-04-25 18:09:37
14726,2025-04-26 08:13:54,S,14726,2616,26,Crédito (Interno) (2),,966,2025-04-26 08:13:54
14727,2025-04-26 08:14:03,S,14727,2616,20,Negociação (5),,0,2025-04-26 08:14:03
14728,2025-04-26 08:14:11,S,14728,2616,23,Análise de proposta (Diretoria) (1),,0,2025-04-26 08:14:11
14729,2025-04-26 09:23:02,S,14729,2626,1,Reserva (7),,1006,2025-04-26 09:23:02
14730,2025-04-26 09:23:20,S,14730,2626,20,Negociação (5),,0,2025-04-26 09:23:20
14731,2025-04-26 09:23:33,S,14731,2546,20,Negociação (5),,15338,2025-04-26 09:23:33
14732,2025-04-26 09:30:12,S,14732,2545,20,Negociação (5),,15443,2025-04-26 09:30:12
14733,2025-04-26 09:34:33,S,14733,2606,1,Reserva (7),,5645,2025-04-26 09:34:33
14734,2025-04-26 09:38:24,S,14734,2602,20,Negociação (5),,3910,2025-04-26 09:38:24
14735,2025-04-26 09:40:09,S,14735,1960,20,Negociação (5),,4302,2025-04-26 09:40:09
14736,2025-04-26 09:50:00,S,14736,2602,1,Reserva (7),,11,2025-04-26 09:50:00
14737,2025-04-26 10:09:31,S,14737,2621,1,Reserva (7),,2445,2025-04-26 10:09:31
14738,2025-04-26 10:14:51,S,14738,2598,20,Negociação (5),,2444,2025-04-26 10:14:51
14739,2025-04-26 10:26:35,S,14739,2598,1,Reserva (7),,11,2025-04-26 10:26:35
14740,2025-04-26 11:02:06,S,14740,2629,1,Reserva (7),,20,2025-04-26 11:02:06
14741,2025-04-26 11:06:32,S,14741,2135,24,Contrato - Assinatura (5),,1111,2025-04-26 11:06:32
14742,2025-04-26 11:07:33,S,14742,2560,24,Contrato - Assinatura (5),,1105,2025-04-26 11:07:33
14743,2025-04-26 11:33:37,S,14743,2581,20,Negociação (5),,4451,2025-04-26 11:33:37
14744,2025-04-26 11:33:40,S,14744,2581,23,Análise de proposta (Diretoria) (1),,0,2025-04-26 11:33:40
14745,2025-04-26 11:36:41,S,14745,2113,20,Negociação (5),,51628,2025-04-26 11:36:41
14746,2025-04-26 11:56:22,S,14746,2602,20,Negociação (5),,126,2025-04-26 11:56:22
14747,2025-04-26 16:37:39,S,14747,2313,24,Contrato - Assinatura (5),,1471,2025-04-26 16:37:39
14748,2025-04-27 18:46:45,S,14748,1923,24,Contrato - Assinatura (5),,3008,2025-04-27 18:46:45
14749,2025-04-28 08:10:55,S,14749,2602,23,Análise de proposta (Diretoria) (1),,2654,2025-04-28 08:10:55
14750,2025-04-28 08:11:32,S,14750,2596,27,Contrato Assinado (1),,3721,2025-04-28 08:11:32
14751,2025-04-28 08:13:28,S,14751,2113,23,Análise de proposta (Diretoria) (1),,2676,2025-04-28 08:13:28
14752,2025-04-28 08:14:58,S,14752,1960,23,Análise de proposta (Diretoria) (1),,2794,2025-04-28 08:14:58
14753,2025-04-28 08:16:11,S,14753,2519,24,Contrato - Assinatura (5),,15333,2025-04-28 08:16:11
14754,2025-04-28 08:28:55,S,14754,2578,16,Contrato - Elaboração (2),,4193,2025-04-28 08:28:55
14755,2025-04-28 09:01:02,S,14755,1960,26,Crédito (Interno) (2),,46,2025-04-28 09:01:02
14756,2025-04-28 09:08:03,S,14756,2616,26,Crédito (Interno) (2),,2933,2025-04-28 09:08:03
14757,2025-04-28 09:13:43,S,14757,2609,1,Reserva (7),,8200,2025-04-28 09:13:43
14758,2025-04-28 09:24:04,S,14758,2569,32,Contrato VB - Espera,,5780,2025-04-28 09:24:04
14759,2025-04-28 09:26:18,S,14759,2617,1,Reserva (7),,6746,2025-04-28 09:26:18
14760,2025-04-28 09:29:27,S,14760,2113,26,Crédito (Interno) (2),,75,2025-04-28 09:29:27
14761,2025-04-28 09:30:43,S,14761,2593,32,Contrato VB - Espera,,6978,2025-04-28 09:30:43
14762,2025-04-28 09:44:16,S,14762,2588,32,Contrato VB - Espera,,6991,2025-04-28 09:44:16
14763,2025-04-28 09:45:32,S,14763,1951,24,Contrato - Assinatura (5),,3928,2025-04-28 09:45:32
14764,2025-04-28 09:50:36,S,14764,2581,26,Crédito (Interno) (2),,2776,2025-04-28 09:50:36
14765,2025-04-28 10:03:52,S,14765,2587,32,Contrato VB - Espera,,5338,2025-04-28 10:03:52
14766,2025-04-28 10:17:46,S,14766,2617,20,Negociação (5),,51,2025-04-28 10:17:46
14767,2025-04-28 10:21:43,S,14767,2370,20,Negociação (5),,7255,2025-04-28 10:21:43
14768,2025-04-28 10:21:46,S,14768,2370,23,Análise de proposta (Diretoria) (1),,0,2025-04-28 10:21:46
14769,2025-04-28 10:23:22,S,14769,2524,32,Contrato VB - Espera,,5844,2025-04-28 10:23:22
14770,2025-04-28 10:23:58,S,14770,2602,26,Crédito (Interno) (2),,133,2025-04-28 10:23:58
14771,2025-04-28 10:29:44,S,14771,1935,32,Contrato VB - Espera,,27439,2025-04-28 10:29:44
14772,2025-04-28 10:31:46,S,14772,1923,27,Contrato Assinado (1),,945,2025-04-28 10:31:46
14773,2025-04-28 10:38:41,S,14773,2370,26,Crédito (Interno) (2),,16,2025-04-28 10:38:41
14774,2025-04-28 11:29:29,S,14774,2247,19,Crédito (CEF) (3),,5532,2025-04-28 11:29:29
14775,2025-04-28 11:33:17,S,14775,2605,20,Negociação (5),,8756,2025-04-28 11:33:17
14776,2025-04-28 11:45:42,S,14776,2605,23,Análise de proposta (Diretoria) (1),,12,2025-04-28 11:45:42
14777,2025-04-28 12:06:32,S,14777,2254,19,Crédito (CEF) (3),,8222,2025-04-28 12:06:32
14778,2025-04-28 13:22:05,S,14778,1940,24,Contrato - Assinatura (5),,4139,2025-04-28 13:22:05
14779,2025-04-28 13:32:34,S,14779,2605,26,Crédito (Interno) (2),,106,2025-04-28 13:32:34
14780,2025-04-28 13:49:34,S,14780,2500,20,Negociação (5),,7463,2025-04-28 13:49:34
14781,2025-04-28 14:10:32,S,14781,1940,27,Contrato Assinado (1),,48,2025-04-28 14:10:32
14782,2025-04-28 14:11:06,S,14782,2607,1,Reserva (7),,8780,2025-04-28 14:11:06
14783,2025-04-28 14:14:14,S,14783,1952,24,Contrato - Assinatura (5),,4154,2025-04-28 14:14:14
14784,2025-04-28 14:14:26,S,14784,2263,1,Reserva (7),,139630,2025-04-28 14:14:26
14785,2025-04-28 14:15:55,S,14785,1951,27,Contrato Assinado (1),,270,2025-04-28 14:15:55
14786,2025-04-28 14:20:08,S,14786,2617,23,Análise de proposta (Diretoria) (1),,242,2025-04-28 14:20:08
14787,2025-04-28 14:21:11,S,14787,2626,23,Análise de proposta (Diretoria) (1),,3177,2025-04-28 14:21:11
14788,2025-04-28 14:26:04,S,14788,1952,27,Contrato Assinado (1),,11,2025-04-28 14:26:04
14789,2025-04-28 14:39:29,S,14789,2565,1,Reserva (7),,34892,2025-04-28 14:39:29
14790,2025-04-28 14:41:34,S,14790,1925,16,Contrato - Elaboração (2),,5976,2025-04-28 14:41:34
14791,2025-04-28 14:41:52,S,14791,1932,16,Contrato - Elaboração (2),,6140,2025-04-28 14:41:52
14792,2025-04-28 14:42:07,S,14792,2612,16,Contrato - Elaboração (2),,4690,2025-04-28 14:42:07
14793,2025-04-28 14:42:22,S,14793,2602,16,Contrato - Elaboração (2),,258,2025-04-28 14:42:22
14794,2025-04-28 14:44:50,S,14794,1923,17,Sienge,,253,2025-04-28 14:44:50
14795,2025-04-28 14:45:00,S,14795,1940,17,Sienge,,34,2025-04-28 14:45:00
14796,2025-04-28 14:45:14,S,14796,1951,17,Sienge,,29,2025-04-28 14:45:14
14797,2025-04-28 14:45:45,S,14797,1932,32,Contrato VB - Espera,,3,2025-04-28 14:45:45
14798,2025-04-28 14:50:50,S,14798,2500,23,Análise de proposta (Diretoria) (1),,61,2025-04-28 14:50:50
14799,2025-04-28 14:55:53,S,14799,2567,1,Reserva (7),,34785,2025-04-28 14:55:53
14800,2025-04-28 15:04:54,S,14800,2135,27,Contrato Assinado (1),,3118,2025-04-28 15:04:54
14801,2025-04-28 15:17:08,S,14801,2113,16,Contrato - Elaboração (2),,347,2025-04-28 15:17:08
14802,2025-04-28 15:22:25,S,14802,2313,27,Contrato Assinado (1),,2804,2025-04-28 15:22:25
14803,2025-04-28 15:22:36,S,14803,2581,16,Contrato - Elaboração (2),,332,2025-04-28 15:22:36
14804,2025-04-28 15:30:01,S,14804,2113,20,Negociação (5),,12,2025-04-28 15:30:01
14805,2025-04-28 15:30:04,S,14805,2113,23,Análise de proposta (Diretoria) (1),,0,2025-04-28 15:30:04
14806,2025-04-28 15:30:09,S,14806,2113,26,Crédito (Interno) (2),,0,2025-04-28 15:30:09
14807,2025-04-28 15:33:15,S,14807,2626,26,Crédito (Interno) (2),,72,2025-04-28 15:33:15
14808,2025-04-28 15:35:40,S,14808,2560,27,Contrato Assinado (1),,3148,2025-04-28 15:35:40
14809,2025-04-28 15:52:10,S,14809,2519,27,Contrato Assinado (1),,455,2025-04-28 15:52:10
14810,2025-04-28 16:03:05,S,14810,2560,17,Sienge,,27,2025-04-28 16:03:05
